trial_id,tau,accuracy,precision,recall,fpr,balanced_accuracy,f1
0,1,0.9097222222222222,0.44776119402985076,0.6666666666666666,0.0696798493408663,0.7984934086629002,0.5357142857142857
0,2,0.9322916666666666,0.5517241379310345,0.7111111111111111,0.04896421845574388,0.8310734463276837,0.6213592233009709
0,3,0.9270833333333334,0.5263157894736842,0.6666666666666666,0.05084745762711865,0.807909604519774,0.5882352941176471
0,4,0.9322916666666666,0.5517241379310345,0.7111111111111111,0.04896421845574388,0.8310734463276837,0.6213592233009709
0,5,0.9166666666666666,0.47619047619047616,0.6666666666666666,0.062146892655367235,0.8022598870056497,0.5555555555555556
0,6,0.9253472222222222,0.5166666666666667,0.6888888888888889,0.054613935969868174,0.8171374764595103,0.5904761904761905
0,7,0.9322916666666666,0.56,0.6222222222222222,0.04143126177024482,0.7903954802259887,0.5894736842105264
1,1,0.9132231404958677,0.4166666666666667,0.78125,0.07743362831858407,0.851908185840708,0.5434782608695653
1,2,0.9318181818181818,0.4915254237288136,0.90625,0.06637168141592921,0.9199391592920354,0.6373626373626373
1,3,0.9566115702479339,0.6078431372549019,0.96875,0.04424778761061947,0.9622511061946903,0.7469879518072288
1,4,0.9545454545454546,0.5961538461538461,0.96875,0.046460176991150445,0.9611449115044248,0.738095238095238
1,5,0.9442148760330579,0.5454545454545454,0.9375,0.05530973451327434,0.9410951327433628,0.6896551724137931
1,6,0.9586776859504132,0.62,0.96875,0.0420353982300885,0.9633573008849557,0.7560975609756097
1,7,0.9545454545454546,0.5961538461538461,0.96875,0.046460176991150445,0.9611449115044248,0.738095238095238
2,1,0.8864,0.28888888888888886,0.25,0.055846422338568937,0.5970767888307156,0.26804123711340205
2,2,0.8976,0.35714285714285715,0.28846153846153844,0.04712041884816754,0.6206705598066855,0.3191489361702128
2,3,0.8864,0.3137254901960784,0.3076923076923077,0.06108202443280977,0.623305141629749,0.31067961165048547
2,4,0.8784,0.2777777777777778,0.28846153846153844,0.06806282722513089,0.6101993556182037,0.2830188679245283
2,5,0.8848,0.3333333333333333,0.38461538461538464,0.06980802792321117,0.6574036783460867,0.3571428571428571
2,6,0.8896,0.33962264150943394,0.34615384615384615,0.06108202443280977,0.6425359108605182,0.34285714285714286
2,7,0.8992,0.3877551020408163,0.36538461538461536,0.05235602094240838,0.6565142972211034,0.3762376237623762
3,1,0.915680473372781,0.5066666666666667,0.6551724137931034,0.059870550161812294,0.7976509318156455,0.5714285714285715
3,2,0.9201183431952663,0.527027027027027,0.6724137931034483,0.05663430420711974,0.8078897444481643,0.5909090909090909
3,3,0.915680473372781,0.5068493150684932,0.6379310344827587,0.05825242718446602,0.7898393036491463,0.5648854961832062
3,4,0.9230769230769231,0.5441176470588235,0.6379310344827587,0.05016181229773463,0.793884611092512,0.5873015873015872
3,5,0.915680473372781,0.5066666666666667,0.6551724137931034,0.059870550161812294,0.7976509318156455,0.5714285714285715
